oms_score,sex,race,pb,p1,p2,p3,p4,p5,ac,id
74.678818,M,1,MI,MI,SC,TC,AR,OD,1,1762
74.676506,M,4,OD,EN,MI,OD,FI,AD,4,1763
74.673111,M,1,IN,AR,IN,MI,SC,AD,1,1764
74.671059,F,3,MS,MS,SC,AG,FI,TC,3,1765
74.668533,M,1,MI,AR,MI,FA,IN,MP,1,1766
74.659836,M,1,EN,EN,FA,IN,AR,MI,4,1767
74.653099,M,1,MP,MP,FA,TC,IN,AR,1,1768
74.652367,M,1,IN,IN,MI,FA,AR,EN,1,1769
74.64785,M,3,QM,QM,MS,AG,AD,SC,1,1770
74.640495,M,1,QM,QM,TC,EN,IN,AD,1,1771
74.638596,M,1,IN,IN,FA,AR,AD,MP,2,1772
74.628166,M,2,FA,AR,FA,MI,IN,FI,1,1773
74.614243,M,1,IN,IN,EN,AR,FA,CM,1,1774
74.608368,M,1,TC,TC,SC,MP,AR,MI,1,1775
74.596054,M,2,IN,IN,AR,FA,MP,EN,1,1776
74.591011,M,1,AV,AV,MS,OD,AD,EN,2,1777
74.590843,M,1,EN,EN,AR,IN,SC,FA,2,1778
74.584999,M,3,SC,SC,EN,FI,FA,MS,1,1779
74.571671,M,1,EN,EN,IN,MP,FA,AD,1,1780
74.568604,M,3,EN,EN,IN,AR,MP,FA,4,1781
74.5214,M,1,MI,MI,AR,SC,EN,MP,1,1782
74.505333,M,1,IN,IN,AR,TC,FA,AD,2,1783
74.497803,M,1,TC,QM,TC,SC,EN,OD,4,1784
74.497589,M,3,MP,MP,QM,IN,MI,AD,1,1785
74.494186,M,1,TC,AD,AR,TC,OD,IN,2,1786
74.49157,M,2,MP,MP,MI,QM,AR,IN,1,1787
74.480995,M,1,QM,QM,MS,MP,AD,MI,1,1788
74.472984,M,1,EN,EN,MI,AR,FA,IN,4,1789
74.432083,M,1,EN,EN,AR,SC,FA,MS,2,1790
74.430138,M,4,TC,TC,OD,QM,FA,AG,1,1791
74.416679,F,3,QM,QM,MS,AG,FI,MP,1,1792
74.407074,M,5,FA,FA,IN,AR,MI,EN,1,1793
74.405914,M,1,TC,MI,IN,TC,OD,AR,1,1794
74.405113,F,1,EN,MP,EN,TC,MI,FA,1,1795
74.37867,F,1,TC,TC,QM,MP,EN,SC,1,1796
74.357803,M,1,MS,MS,FA,OD,MP,AR,3,1797
74.355232,M,3,OD,AR,OD,FA,QM,SC,2,1798
74.350372,M,2,OD,AR,FA,OD,SC,CM,1,1799
74.329941,M,4,EN,EN,QM,OD,TC,MP,2,1800
74.326668,M,2,EN,EN,FA,IN,SC,AR,1,1801
74.313354,M,2,CM,CM,EN,AR,MP,MI,4,1802
74.313141,M,1,TC,MP,FA,TC,AR,SC,2,1803
74.297523,M,3,EN,EN,SC,AD,AR,IN,4,1804
74.293449,M,1,FA,FA,SC,OD,EN,MS,1,1805
74.28582,M,1,FA,AR,FA,EN,MP,TC,2,1806
74.280914,M,4,SC,SC,OD,QM,FA,TC,2,1807
74.28054,M,1,SC,SC,EN,IN,AR,FA,1,1808
74.267014,M,1,SC,SC,AR,MP,MS,QM,1,1809
74.253311,M,1,AG,AG,MS,MP,EN,OD,2,1810
74.236877,M,1,MI,IN,MI,EN,AR,MP,4,1811
74.21447,F,1,OD,MS,AG,OD,QM,SC,1,1812
74.209793,M,1,MI,IN,MI,MP,EN,QM,1,1813
74.202019,M,1,SC,SC,AR,QM,MI,MS,1,1814
74.171341,M,1,MI,MI,FA,AR,IN,MP,1,1815
74.141701,M,1,MS,MS,MI,QM,AD,SC,1,1816
74.119164,F,1,MS,MS,FA,MI,EN,AG,1,1817
74.107643,M,4,TC,AR,TC,OD,IN,MP,1,1818
74.079597,M,1,EN,EN,MI,OD,IN,FA,1,1819
74.073814,M,1,TC,MP,TC,SC,AR,AD,1,1820
74.071991,M,1,MS,MS,SC,FA,EN,AG,2,1821
74.052689,M,1,MI,MI,MS,EN,MP,IN,2,1822
74.051262,F,1,MS,MS,SC,OD,AG,FI,1,1823
74.043159,M,1,MS,MS,MP,QM,EN,MI,1,1824
74.042679,M,1,TC,AG,QM,TC,AD,SC,1,1825
74.027458,M,2,MI,MI,QM,AG,AD,SC,1,1826
74.021797,M,3,MS,MS,AV,MI,CM,QM,3,1827
74.020729,M,1,SC,AR,SC,OD,MP,FA,1,1828
74.011246,M,1,OD,FI,OD,TC,EN,SC,2,1829
74.002274,M,1,FA,FA,AD,SC,AR,IN,1,1830
73.989105,F,1,MS,MS,AG,MP,QM,FI,3,1831
73.978706,M,1,QM,QM,MP,FI,FA,AG,2,1832
73.971786,M,1,AG,AG,EN,IN,OD,MS,1,1833
73.958458,M,4,MI,MI,EN,MP,SC,AR,2,1834
73.956032,M,1,CM,MI,CM,MP,AR,AG,1,1835
73.949112,F,1,MI,MI,AG,QM,OD,AD,1,1836
73.937714,M,1,EN,EN,AR,MP,IN,OD,1,1837
73.919464,M,1,OD,QM,OD,SC,EN,FI,2,1838
73.907608,M,1,MI,MI,AR,AD,FA,MP,1,1839
73.906822,M,1,EN,EN,OD,TC,QM,AR,4,1840
73.889351,M,3,TC,TC,QM,MP,AR,AD,1,1841
73.884171,F,3,AG,AG,AD,OD,FA,SC,2,1842
73.879555,M,1,EN,EN,OD,QM,SC,AR,2,1843
73.857086,M,1,EN,EN,AR,MI,MP,MS,3,1844
73.848511,M,1,TC,FA,AD,TC,SC,QM,2,1845
73.843674,M,3,SC,SC,AG,MI,FA,MS,2,1846
73.839981,M,1,MS,AV,MS,MI,SC,EN,2,1847
73.838303,F,2,AG,AG,SC,QM,MS,MI,2,1848
73.833702,M,1,EN,EN,MP,AR,FA,TC,1,1849
73.815437,M,3,QM,QM,MS,OD,FA,AG,1,1850
73.812889,M,1,MI,AR,MI,MP,EN,SC,1,1851
73.800529,M,1,EN,MP,EN,AR,FA,IN,1,1852
73.797951,M,1,FA,IN,FA,AR,MI,AG,3,1853
73.794533,M,2,MS,MS,AG,AD,FI,QM,1,1854
73.780968,M,1,EN,MP,EN,IN,AR,FA,1,1855
73.763199,M,3,OD,QM,OD,TC,EN,IN,1,1856
73.762909,M,1,OD,QM,EN,OD,SC,AD,1,1857
73.761162,M,3,MS,MS,AG,EN,FI,QM,1,1858
73.736153,M,3,AV,AV,AR,FA,IN,EN,3,1859
73.735542,M,3,AG,AG,AR,MI,FI,SC,1,1860
73.731827,F,1,MS,MS,AG,QM,MI,TC,1,1861
73.689018,M,1,OD,AG,OD,AR,QM,MS,1,1862
73.687004,M,1,MI,MI,IN,EN,AR,MP,1,1863
73.674942,M,2,QM,QM,EN,TC,AR,MS,1,1864
73.630379,F,1,MS,MS,EN,FI,FA,AG,2,1865
73.619263,M,1,FA,FA,EN,MI,IN,AR,1,1866
73.595284,M,1,AG,AG,FI,OD,EN,MS,2,1867
73.591141,F,1,QM,QM,MS,FI,AG,CM,1,1868
73.584717,F,1,MS,MS,AG,FI,EN,MP,1,1869
73.582809,M,1,TC,SC,MP,TC,AR,MI,2,1870
73.556854,M,1,SC,SC,MP,MI,IN,AR,1,1871
73.549515,M,1,CM,CM,EN,MI,AR,AG,1,1872
73.547768,M,1,TC,QM,TC,AG,AV,MS,1,1873
73.541977,F,1,OD,MP,OD,AG,AD,EN,1,1874
73.537941,M,1,TC,QM,TC,OD,EN,FA,2,1875
73.532898,M,1,MI,MI,CM,AR,FI,MP,1,1876
73.499924,M,1,MI,MI,OD,AR,FA,EN,1,1877
73.453529,M,1,OD,MP,OD,TC,AR,MI,1,1878
73.423187,F,1,MS,MS,AG,SC,QM,FI,1,1879
73.415802,M,1,OD,MP,FA,OD,IN,QM,1,1880
73.411865,M,3,MI,MI,MS,SC,AR,MP,1,1881
73.393158,M,3,FI,FI,MI,SC,AR,EN,2,1882
73.386322,M,4,TC,TC,OD,FA,QM,SC,1,1883
73.383591,M,4,QM,QM,AG,FA,EN,TC,2,1884
73.370605,M,1,QM,QM,MS,OD,EN,MP,1,1885
73.336693,M,1,CM,EN,AD,CM,FA,AR,1,1886
73.32489,F,3,MS,MS,AG,FI,MI,MP,2,1887
73.299202,M,1,FA,FA,SC,AR,MP,OD,1,1888
73.267097,M,1,MI,MI,SC,FA,CM,MP,3,1889
73.23983,F,1,MI,EN,MI,MS,AG,SC,1,1890
73.232002,M,1,AD,AD,FA,CM,SC,TC,1,1891
73.21376,F,2,MS,MS,FI,SC,AG,AD,3,1892
73.176201,F,1,TC,AG,MS,TC,EN,QM,2,1893
73.175224,M,5,MS,MS,OD,AD,AG,FI,1,1894
73.175201,M,1,SC,SC,AR,MP,IN,OD,1,1895
73.150681,F,3,AG,AG,MS,FI,MI,QM,1,1896
73.109718,M,1,FI,FI,SC,TC,AD,QM,2,1897
73.109146,M,1,MI,MI,SC,OD,AR,MP,1,1898
73.094505,M,1,TC,AR,MP,TC,IN,QM,1,1899
73.087959,M,3,QM,QM,OD,TC,AR,MP,1,1900
73.084282,M,1,MI,MI,IN,AR,AD,FA,1,1901
73.078476,M,1,OD,QM,OD,CM,AR,MP,1,1902
73.078072,M,1,TC,QM,EN,TC,MI,MP,2,1903
73.067207,M,1,TC,TC,FA,OD,AD,IN,3,1904
73.065041,M,1,FI,FI,AG,AD,FA,QM,2,1905
73.04409,M,1,MI,MI,IN,SC,FA,AR,1,1906
73.034615,M,1,MI,MI,MP,OD,AR,MS,1,1907
73.027901,M,4,FA,AR,FA,TC,EN,AD,2,1908
73.023773,M,3,AD,AD,QM,TC,OD,AG,2,1909
73.015968,M,1,FA,EN,FA,MI,IN,MP,1,1910
73.01104,M,1,MI,MI,SC,FA,MP,AR,1,1911
73.008904,M,1,FA,FA,TC,OD,AD,MI,2,1912
72.995522,M,1,SC,SC,FA,OD,AD,EN,1,1913
72.99456,M,1,TC,TC,AG,AD,OD,EN,1,1914
72.993958,M,1,OD,OD,TC,CM,FA,MP,1,1915
72.989273,M,1,MI,MI,EN,FA,AR,IN,1,1916
72.979599,F,4,MI,MI,AD,EN,MS,SC,1,1917
72.97686,F,1,CM,MP,CM,TC,AD,SC,1,1918
72.95533,M,1,AG,AG,QM,TC,EN,MP,2,1919
72.949509,M,1,MI,MI,EN,AR,IN,SC,4,1920
72.942398,M,3,SC,SC,FA,FI,AR,AD,2,1921
72.940102,M,1,OD,QM,OD,MS,AD,EN,1,1922
72.936142,M,1,FA,AR,FA,EN,IN,MP,4,1923
72.934494,F,2,AG,AG,MS,FI,MP,QM,1,1924
72.931656,M,1,TC,QM,TC,OD,EN,SC,2,1925
72.929733,M,2,CM,IN,CM,OD,MP,EN,3,1926
72.914726,F,1,AG,AG,SC,CM,MI,MP,1,1927
72.876526,M,1,OD,OD,TC,AR,FA,IN,1,1928
72.838799,M,1,FA,FA,MP,AR,IN,EN,1,1929
72.836189,M,1,AV,AV,EN,IN,AR,MI,4,1930
72.819626,F,2,TC,TC,OD,MP,CM,EN,1,1931
72.812622,M,2,OD,MP,AR,OD,SC,AD,2,1932
72.807922,M,1,AG,AG,OD,MI,AD,EN,1,1933
72.805786,F,3,OD,QM,OD,AG,SC,TC,2,1934
72.805061,F,3,MS,MS,AG,FI,MI,SC,1,1935
72.802116,F,1,AV,AV,MS,EN,MI,SC,1,1936
72.769569,M,1,SC,SC,MI,EN,AR,QM,1,1937
72.765221,M,1,OD,FA,AR,OD,MI,QM,2,1938
72.757034,M,3,OD,QM,AR,OD,MP,TC,1,1939
72.713608,M,1,FI,FI,MI,OD,AD,QM,2,1940
72.709206,M,1,FA,FA,IN,AR,EN,SC,4,1941
72.684982,M,1,SC,SC,MI,FA,EN,MS,2,1942
72.656471,M,1,FA,EN,FA,SC,MS,FI,4,1943
72.648628,M,1,MI,MI,EN,MS,OD,AR,1,1944
72.64695,M,1,OD,SC,OD,FA,QM,AG,1,1945
72.613113,F,1,MS,MS,FI,AG,QM,TC,1,1946
72.608696,M,1,MI,MI,EN,SC,AR,MP,2,1947
72.607445,M,1,OD,AR,AD,OD,EN,SC,1,1948
72.560684,M,3,MS,MS,EN,AG,AR,IN,3,1949
72.547127,M,1,MI,MI,FA,AD,IN,EN,2,1950
72.543419,M,1,SC,MP,SC,EN,FA,MI,1,1951
72.520088,M,1,CM,MS,CM,AG,IN,MP,1,1952
72.463982,M,1,SC,SC,MI,IN,FA,AR,2,1953
72.440002,M,1,FA,FA,EN,MS,MI,SC,4,1954
72.434189,M,1,FA,FA,MP,EN,CM,AR,3,1955
72.403595,M,1,SC,SC,MI,AD,MP,CM,1,1956
72.401665,F,2,AG,AG,MS,QM,TC,MP,1,1957
72.371841,F,2,AG,AG,MS,QM,EN,TC,1,1958
72.367119,M,1,FA,AR,FA,OD,IN,MP,3,1959
72.36544,F,2,MS,MS,EN,SC,FI,OD,1,1960
72.348953,M,1,MS,MS,QM,AR,EN,MP,1,1961
72.343559,F,3,MS,MS,MI,QM,OD,AG,1,1962
72.291145,M,1,MS,MS,MI,TC,EN,FI,1,1963
72.271767,M,4,SC,SC,CM,OD,FA,TC,1,1964
72.268082,M,1,QM,QM,AR,FI,AG,FA,2,1965
72.267426,M,1,FA,EN,FA,OD,AR,IN,2,1966
72.225388,M,1,AV,AV,MS,SC,OD,MI,1,1967
72.220184,M,1,FA,FA,EN,MI,AR,IN,2,1968
72.212593,M,1,FA,FA,OD,EN,MP,TC,1,1969
72.206757,M,2,OD,EN,FA,OD,AR,IN,1,1970
72.200699,M,1,FA,EN,FA,SC,MI,TC,4,1971
72.197235,F,3,MS,MS,SC,QM,MI,OD,1,1972
72.196388,F,1,MS,MS,QM,TC,MP,MI,2,1973
72.189102,M,2,OD,MI,OD,FA,MP,TC,3,1974
72.188889,M,1,SC,SC,OD,FA,MP,EN,3,1975
72.179146,M,1,OD,MP,OD,CM,IN,MI,2,1976
72.16996,M,3,MS,MS,TC,QM,AR,SC,1,1977
72.161484,M,1,SC,SC,AD,FA,EN,MI,1,1978
72.161209,M,1,MS,MS,EN,FA,CM,SC,1,1979
72.151932,F,3,SC,SC,FI,AG,MI,QM,1,1980
72.14415,M,1,AV,AV,MP,AD,FA,IN,1,1981
72.128616,F,1,MS,MS,AG,MI,SC,QM,3,1982
72.127045,M,1,SC,SC,MP,EN,AR,FI,1,1983
72.110626,M,1,AV,AV,FA,AD,SC,MS,4,1984
72.110397,F,1,AG,AG,EN,MP,OD,QM,1,1985
72.096504,M,2,OD,MS,OD,AR,AG,MI,2,1986
72.08802,M,1,FA,MP,FA,AD,IN,MI,1,1987
72.077339,M,4,FA,FA,AR,IN,EN,CM,2,1988
72.035454,F,3,AD,AD,MP,AG,MI,QM,1,1989
72.01194,M,3,MS,MS,AR,QM,CM,IN,2,1990
72.005844,M,3,OD,MP,OD,EN,MI,QM,1,1991
71.987785,M,3,QM,QM,AD,MP,AG,OD,2,1992
71.945892,M,1,MS,MS,AG,SC,AD,EN,1,1993
71.920456,F,3,MS,MS,AG,QM,FI,TC,3,1994
71.896698,M,1,MI,MI,FA,SC,OD,IN,1,1995
71.871056,M,1,FA,FA,MP,EN,SC,TC,1,1996
71.849709,M,1,FA,FA,IN,TC,MP,AD,1,1997
71.843109,F,2,AG,AG,QM,OD,SC,EN,2,1998
71.814125,M,1,MI,MI,SC,FA,IN,AR,3,1999
71.768135,M,4,MI,MI,FA,TC,IN,AR,1,2000
71.750809,M,1,FA,FA,MP,AD,EN,OD,2,2001
71.734795,M,1,SC,IN,SC,FA,AR,EN,1,2002
71.710121,M,1,MI,MI,QM,AR,AG,SC,1,2003
71.702309,F,1,OD,QM,OD,TC,EN,AG,2,2004
71.690804,M,3,SC,SC,QM,MI,AD,IN,3,2005
71.677811,M,3,QM,QM,MP,TC,FA,CM,1,2006
71.663918,M,5,MI,EN,MI,MP,AR,AD,1,2007
71.640633,M,1,OD,EN,OD,TC,AV,MP,4,2008
71.611763,M,1,OD,QM,OD,AR,TC,FA,2,2009
71.601578,M,3,AG,AG,MI,AD,SC,MP,2,2010
71.592346,F,3,AG,MS,AG,TC,QM,CM,1,2011
71.557602,M,1,FA,EN,FA,MI,MP,IN,1,2012
71.540565,M,3,AG,AG,QM,TC,AR,MS,1,2013
71.530052,F,2,MI,MS,MI,AG,AD,SC,2,2014
71.476471,M,1,FA,FA,AR,SC,MP,IN,1,2015
71.456924,M,1,FA,FA,MP,EN,AR,AD,2,2016
71.455879,M,1,TC,TC,EN,IN,OD,SC,4,2017
71.443459,M,3,OD,OD,SC,AD,MS,AG,1,2018
71.419563,F,3,MI,MI,QM,AG,EN,SC,1,2019
71.407539,M,1,MI,MI,EN,QM,MP,FI,1,2020
71.40654,M,1,AD,AD,FA,CM,EN,MP,1,2021
71.402962,M,2,FA,FA,MP,EN,QM,TC,2,2022
71.39621,F,1,AG,AG,FI,MP,CM,QM,1,2023
71.390175,M,1,FA,MP,FA,AD,IN,OD,1,2024
71.388641,M,1,SC,SC,EN,TC,AR,IN,4,2025
71.317215,M,1,AV,AV,QM,AR,AD,MP,1,2026
71.287979,M,1,SC,SC,MI,CM,EN,MS,1,2027
71.270485,M,1,OD,QM,TC,OD,FA,MI,3,2028
71.178696,M,1,OD,EN,OD,FA,IN,MI,3,2029
71.154121,M,1,MI,MI,SC,IN,QM,MP,1,2030
71.12838,M,3,MI,MI,IN,MP,AR,SC,4,2031
71.104881,M,4,OD,EN,OD,SC,IN,MP,1,2032
71.050896,M,3,SC,AR,SC,FA,IN,EN,1,2033
71.045319,M,1,TC,TC,AR,MP,EN,OD,2,2034
71.044373,F,4,QM,QM,AG,FI,SC,MP,2,2035
71.024727,M,1,AD,AD,FA,EN,SC,AR,1,2036
71.017845,F,2,AG,AG,FI,OD,QM,TC,2,2037
71.011299,M,3,OD,EN,TC,OD,MI,QM,1,2038
71.005714,M,1,MI,MI,IN,AR,MP,FA,1,2039
70.999405,M,1,OD,OD,MS,MP,AR,MI,1,2040
70.995277,M,3,MI,MI,MP,AG,EN,SC,1,2041
70.991386,M,1,OD,OD,SC,IN,MS,AD,3,2042
70.989952,F,3,AG,MS,AG,QM,MP,SC,1,2043
70.946487,M,3,SC,SC,AD,MI,FA,AG,1,2044
70.932159,M,1,FA,AR,FA,QM,IN,MP,1,2045
70.914841,M,1,FA,AR,FA,OD,MP,IN,1,2046
70.905685,M,4,QM,MS,QM,TC,AD,AG,4,2047
70.896477,F,3,AG,AG,QM,MS,CM,SC,1,2048
70.87397,M,1,SC,SC,IN,AR,FA,TC,1,2049
70.871353,M,3,QM,MS,QM,AG,EN,AR,2,2050
70.831909,M,1,FA,AR,FA,EN,IN,AD,2,2051
70.799545,M,1,OD,MS,TC,OD,AV,MP,3,2052
70.789497,M,1,AV,AV,QM,MP,TC,FA,1,2053
70.771233,M,2,MI,MI,MP,AD,MS,EN,1,2054
70.697266,M,3,QM,QM,TC,OD,AR,SC,2,2055
70.693459,M,3,OD,OD,EN,SC,QM,TC,4,2056
70.692421,M,1,OD,OD,QM,EN,CM,SC,1,2057
70.690392,F,1,OD,EN,TC,OD,FA,MP,1,2058
70.685455,M,4,SC,SC,OD,AR,QM,FI,3,2059
70.662888,M,1,OD,FA,MP,OD,EN,IN,1,2060
70.65255,M,1,MI,MI,AD,CM,SC,MP,2,2061
70.643211,F,1,QM,QM,FI,AG,AD,EN,2,2062
70.635849,M,1,OD,EN,OD,TC,QM,MP,4,2063
70.565239,M,1,AV,AV,FA,AD,AR,EN,2,2064
70.565002,M,3,OD,CM,OD,FA,QM,SC,2,2065
70.564705,M,1,FA,FA,OD,IN,AR,EN,2,2066
70.51078,M,1,OD,OD,SC,MP,EN,FA,4,2067
70.48233,M,4,TC,TC,QM,AG,AR,MP,2,2068
70.475967,M,1,MI,MI,MP,AR,MS,OD,1,2069
70.405533,M,1,OD,AD,OD,SC,EN,QM,4,2070
70.340919,M,1,AD,AD,FA,AR,EN,MP,1,2071
70.306503,F,5,OD,EN,TC,OD,MP,SC,3,2072
70.297752,M,1,AG,MP,AG,FA,AR,FI,1,2073
70.270767,M,1,FA,FA,MP,SC,CM,IN,1,2074
70.229904,F,4,MI,MI,MP,MS,AG,FA,1,2075
70.17749,F,1,QM,QM,MP,TC,EN,AG,2,2076
70.162163,M,1,OD,MI,IN,OD,EN,AR,1,2077
70.161774,M,1,OD,AD,OD,MI,SC,FA,1,2078
70.112411,M,1,OD,MI,OD,AR,AG,SC,1,2079
70.023247,M,4,FA,FA,AD,AR,EN,FI,2,2080
69.984505,F,3,AG,AG,QM,FI,SC,MI,2,2081
69.967094,M,1,AD,AD,MI,OD,AR,EN,1,2082
69.928558,F,3,AG,AG,FI,QM,TC,SC,1,2083
69.91774,M,1,TC,TC,SC,MI,AD,QM,2,2084
69.838753,M,2,FA,FA,AD,OD,IN,MP,1,2085
69.823196,M,3,AG,FI,AG,QM,AD,TC,1,2086
69.768089,M,1,FA,IN,FA,TC,AR,EN,1,2087
69.751831,M,1,SC,MS,SC,CM,FA,AR,3,2088
69.721832,M,1,QM,QM,AR,FA,SC,OD,1,2089
69.720551,F,1,AG,AG,MS,MI,MP,SC,1,2090
69.685898,M,1,AV,AV,FA,MI,MP,TC,1,2091
69.661774,M,1,FA,IN,FA,SC,AR,AD,2,2092
69.007385,F,1,SC,SC,MI,AG,AD,TC,1,2093
68.744896,M,1,SC,AR,SC,FA,AD,IN,1,2094
67.853287,M,1,SC,SC,AD,MI,FI,IN,1,2095
67.393242,M,1,SC,AR,SC,AD,TC,QM,1,2096
67.045242,M,1,FA,FA,AR,AD,MP,OD,1,2097
66.856361,M,1,FA,FA,AD,MS,MI,AR,1,2098
66.62738,M,2,SC,MI,SC,MP,FA,OD,1,2099
66.481171,M,1,FA,EN,FA,AD,TC,AR,4,2100
66.402802,M,1,FA,FA,MP,TC,EN,OD,1,2101
66.255386,M,3,SC,MI,SC,EN,FA,TC,1,2102
65.781723,M,1,FA,FA,MS,CM,OD,SC,4,2103
65.720795,M,1,FA,MI,FA,OD,SC,AD,1,2104
64.964859,M,1,TC,TC,AD,FA,SC,MI,1,2105
64.599693,M,1,AD,AD,AR,MI,FA,IN,1,2106
64.363701,M,1,SC,SC,MI,FA,MP,OD,2,2107
64.146965,M,1,FA,MP,FA,AD,EN,CM,1,2108
63.111656,M,1,CM,CM,AR,IN,MI,MP,2,2109
